id;date_commentaire;device;canal;sentiment_source;type_irritant;type_sinistre;anciennete_client;type_contrat;csat;gravite_sinistre;region_client;canal_resolution;commentaire;text_norm;sentiment_pred;score_sentiment;incident;categorie_principale;categorie_secondaire;score_categorie;methode_categorie;contradiction;theme;theme_detail;pipeline_version
8488;2024-08-02;iOS;App;neg;photo;collision;3-10 ans;tous_risques;2;moyenne;Île-de-France;App;C'est inadmissible, le scan des documents tourne en rond au moment de valider, et je perds un temps fou, bonne journée.;c'est inadmissible le scan des documents tourne en rond au moment de valider et je perds un temps fou bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8489;2024-08-04;Web;Web;neu;complexité;collision;3-10 ans;tiers;3;faible;Pays de la Loire;Téléphone;C'est mitigé, la procédure est trop longue juste pour une info, alors j'ai dû m'y reprendre, ça manque de simplicité.;c'est mitigé la procédure est trop longue juste pour une info alors j'ai dû m'y reprendre ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8490;2024-02-29;Web;App;neg;photo;bris_de_glace;3-10 ans;tiers;2;forte;Auvergne-Rhône-Alpes;App;Très mécontent, la caméra ne s'ouvre pas même en 4G et je perds tout, franchement je perds un temps fou, j'ai fini par appeler.;très mécontent la caméra ne s'ouvre pas même en g et je perds tout franchement je perds un temps fou j'ai fini par appeler;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
8491;2024-12-23;Android;App;neg;authentification;collision;1-3 ans;tous_risques;2;forte;Nouvelle-Aquitaine;App;Très mécontent, le mot de passe est refusé alors que mes identifiants sont bons, honnêtement rien n'avance, bonne journée.;très mécontent le mot de passe est refusé alors que mes identifiants sont bons honnêtement rien n'avance bonne journée;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8492;2024-01-03;Android;Web;pos;photo;collision;1-3 ans;tous_risques;4;moyenne;Auvergne-Rhône-Alpes;Web;Très satisfait, je ne peux pas joindre les images sur l'étape des justificatifs et j'ai pu finaliser sans stress.;très satisfait je ne peux pas joindre les images sur l'étape des justificatifs et j'ai pu finaliser sans stress;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8493;2024-05-19;Android;App;neg;photo;bris_de_glace;3-10 ans;tous_risques;2;moyenne;Bourgogne-Franche-Comté;App;Franchement, l'ajout des photos bloque après trois essais et je perds tout, et rien n'avance, c'est pas sérieux.;franchement l'ajout des photos bloque après trois essais et je perds tout et rien n'avance c'est pas sérieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8494;2024-09-25;Web;App;pos;complexité;catastrophe_naturelle;3-10 ans;tiers;4;moyenne;Île-de-France;App;Bonne expérience, c'est trop technique pour un petit impact et j'ai pu finaliser sans stress, mais tout est bien expliqué, continuez comme ça, merci.;bonne expérience c'est trop technique pour un petit impact et j'ai pu finaliser sans stress mais tout est bien expliqué continuez comme ça merci;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8495;2024-03-19;iOS;App;neg;complexité;catastrophe_naturelle;3-10 ans;tous_risques;2;forte;Auvergne-Rhône-Alpes;Web;C'est inadmissible, c'est trop technique juste pour une info malgré plusieurs essais, mais rien n'avance, j'ai fini par appeler.;c'est inadmissible c'est trop technique juste pour une info malgré plusieurs essais mais rien n'avance j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8496;2024-11-10;iOS;Web;neg;parcours;collision;3-10 ans;tiers;1;moyenne;Île-de-France;App;Franchement, je ne comprends pas les étapes entre les onglets, et rien n'avance, bonne journée.;franchement je ne comprends pas les étapes entre les onglets et rien n'avance bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8497;2024-12-09;iOS;Web;neg;bug;incendie;10+ ans;tous_risques;1;faible;Île-de-France;Web;Ras-le-bol, l'application plante sur mon téléphone malgré plusieurs essais, alors ça bloque encore, j'ai fini par appeler.;ras le bol l'application plante sur mon téléphone malgré plusieurs essais alors ça bloque encore j'ai fini par appeler;Négatif;2.0;True;Technique / Bug / Fonctionnalité;;3.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
8498;2024-12-11;Web;App;pos;lenteur;bris_de_glace;3-10 ans;pro;5;faible;PACA;App;Bonne expérience, le site rame énormément depuis ce matin au début, puis tout s'est débloqué rapidement, du coup j'ai eu une réponse rapide, service efficace.;bonne expérience le site rame énormément depuis ce matin au début puis tout s'est débloqué rapidement du coup j'ai eu une réponse rapide service efficace;Positif;2.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8499;2024-11-22;iOS;App;neu;parcours;bris_de_glace;3-10 ans;pro;3;faible;Bretagne;Téléphone;Pas terrible mais bon on tourne en rond dans les écrans quand il faut choisir le garage franchement j'ai dû m'y reprendre le support via.;pas terrible mais bon on tourne en rond dans les écrans quand il faut choisir le garage franchement j'ai dû m'y reprendre le support via;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8500;2024-05-24;Web;App;neg;photo;catastrophe_naturelle;10+ ans;jeune_conducteur;1;moyenne;Occitanie;App;Je suis déçu, les photos restent en attente à la fin du formulaire malgré plusieurs essais, alors ça bloque encore, c'est pas sérieux.;je suis déçu les photos restent en attente à la fin du formulaire malgré plusieurs essais alors ça bloque encore c'est pas sérieux;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8501;2024-06-22;Web;App;neg;lenteur;collision;10+ ans;jeune_conducteur;2;forte;Auvergne-Rhône-Alpes;Téléphone;Très mécontent, ça mouline sans fin depuis ce matin, du coup je perds un temps fou, merci de corriger vite.;très mécontent ça mouline sans fin depuis ce matin du coup je perds un temps fou merci de corriger vite;Négatif;1.0;True;Inconnu;;0.0;no_signal;False;Inconnu;;ASSURANCE_FINAL_v1
8502;2024-11-21;Android;App;pos;complexité;collision;3-10 ans;tous_risques;4;faible;Nouvelle-Aquitaine;Web;Merci, la procédure est trop longue pour avancer au début, puis tout s'est débloqué rapidement, donc j'ai eu une réponse rapide, service efficace, top.;merci la procédure est trop longue pour avancer au début puis tout s'est débloqué rapidement donc j'ai eu une réponse rapide service efficace top;Positif;4.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8503;2024-05-31;iOS;App;pos;parcours;bris_de_glace;3-10 ans;tous_risques;4;faible;Auvergne-Rhône-Alpes;Web;Très satisfait, les boutons ne sont pas clairs quand il faut choisir le garage mais la résolution a été rapide.;très satisfait les boutons ne sont pas clairs quand il faut choisir le garage mais la résolution a été rapide;Positif;2.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8504;2024-03-14;Android;App;neg;photo;collision;1-3 ans;tous_risques;2;faible;Île-de-France;Web;Ras-le-bol, la caméra ne s'ouvre pas au moment de valider malgré plusieurs essais, et rien n'avance, j'espère que ça ira mieux.;ras le bol la caméra ne s'ouvre pas au moment de valider malgré plusieurs essais et rien n'avance j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8505;2024-09-26;Web;Web;neg;lenteur;collision;1-3 ans;tiers;1;faible;Nouvelle-Aquitaine;Web;Franchement, ça mouline sans fin depuis hier soir, bref ça bloque encore, ça devient pénible.;franchement ça mouline sans fin depuis hier soir bref ça bloque encore ça devient pénible;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8506;2024-04-03;iOS;Web;neu;authentification;catastrophe_naturelle;1-3 ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;App;Globalement ça va, le lien de connexion expire après changement de téléphone, mais j'ai réussi au final, ça manque de simplicité.;globalement ça va le lien de connexion expire après changement de téléphone mais j'ai réussi au final ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8507;2024-07-20;Android;App;neu;parcours;collision;3-10 ans;pro;3;faible;Hauts-de-France;Téléphone;Pas terrible mais bon, je ne comprends pas les étapes quand il faut choisir le garage, bref j'ai réussi au final, ça manque de simplicité.;pas terrible mais bon je ne comprends pas les étapes quand il faut choisir le garage bref j'ai réussi au final ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8508;2024-01-05;iOS;App;neg;photo;collision;0-1 an;tous_risques;1;faible;Normandie;Web;C'est inadmissible, le scan des documents tourne en rond sur l'étape des justificatifs et je perds tout, du coup ça bloque encore, ça devient pénible.;c'est inadmissible le scan des documents tourne en rond sur l'étape des justificatifs et je perds tout du coup ça bloque encore ça devient pénible;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8509;2024-08-26;iOS;App;neg;bug;collision;1-3 ans;tous_risques;1;moyenne;Île-de-France;App;Franchement, ça boucle sur la même page dès que je passe à l'étape suivante et je perds tout, bref ça bloque encore, c'est pas sérieux.;franchement ça boucle sur la même page dès que je passe à l'étape suivante et je perds tout bref ça bloque encore c'est pas sérieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8510;2024-03-14;Android;App;neu;parcours;collision;3-10 ans;tiers;3;moyenne;Hauts-de-France;App;Pas terrible mais bon, le parcours est confus sur la partie indemnisation, du coup ça passe mais c'est limite, ça manque de simplicité.;pas terrible mais bon le parcours est confus sur la partie indemnisation du coup ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8511;2024-07-27;Android;App;neg;authentification;collision;3-10 ans;tiers;1;faible;Bourgogne-Franche-Comté;Email;Ras-le-bol, le lien de connexion expire quand je valide le code malgré plusieurs essais, donc ça bloque encore, je vais réessayer plus tard.;ras le bol le lien de connexion expire quand je valide le code malgré plusieurs essais donc ça bloque encore je vais réessayer plus tard;Négatif;1.0;True;Compte / Connexion / Authentification;;3.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8512;2024-02-21;Android;App;neg;photo;bris_de_glace;1-3 ans;tiers;1;faible;Nouvelle-Aquitaine;App;Ras-le-bol, le scan des documents tourne en rond même en 4G, honnêtement ça bloque encore, j'espère que ça ira mieux.;ras le bol le scan des documents tourne en rond même en g honnêtement ça bloque encore j'espère que ça ira mieux;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8513;2024-08-08;Android;App;neg;photo;collision;1-3 ans;tiers;2;forte;Nouvelle-Aquitaine;Web;Franchement, je ne peux pas joindre les images après trois essais malgré plusieurs essais, donc rien n'avance, merci de corriger vite.;franchement je ne peux pas joindre les images après trois essais malgré plusieurs essais donc rien n'avance merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8514;2024-05-16;Web;App;neu;authentification;collision;0-1 an;tous_risques;3;moyenne;Occitanie;Web;Globalement ça va, je n'arrive pas à me connecter après changement de téléphone, et j'ai réussi au final, le support via web a aidé.;globalement ça va je n'arrive pas à me connecter après changement de téléphone et j'ai réussi au final le support via web a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8515;2024-08-29;Android;Web;neu;parcours;collision;3-10 ans;tous_risques;3;faible;Occitanie;Téléphone;Pas terrible mais bon, je ne comprends pas les étapes pour une simple déclaration, du coup ça passe mais c'est limite, j'attends une amélioration.;pas terrible mais bon je ne comprends pas les étapes pour une simple déclaration du coup ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8516;2024-03-13;Android;Web;neu;complexité;vol;1-3 ans;tiers;3;faible;Île-de-France;Web;C'est mitigé, c'est trop technique avant de valider, alors j'ai réussi au final, le support via web a aidé.;c'est mitigé c'est trop technique avant de valider alors j'ai réussi au final le support via web a aidé;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8517;2024-03-02;Android;Web;neg;parcours;bris_de_glace;1-3 ans;tiers;1;faible;Pays de la Loire;App;Ras-le-bol, les boutons ne sont pas clairs quand il faut choisir le garage malgré plusieurs essais, donc je perds un temps fou, bonne journée.;ras le bol les boutons ne sont pas clairs quand il faut choisir le garage malgré plusieurs essais donc je perds un temps fou bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8518;2024-08-16;iOS;App;neg;photo;bris_de_glace;1-3 ans;tous_risques;1;faible;Hauts-de-France;Agence;Ras-le-bol, le scan des documents tourne en rond même en 4G et je perds tout, honnêtement rien n'avance, merci de corriger vite.;ras le bol le scan des documents tourne en rond même en g et je perds tout honnêtement rien n'avance merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8519;2024-11-17;Android;App;neg;complexité;collision;1-3 ans;jeune_conducteur;2;moyenne;Pays de la Loire;App;Ras-le-bol, trop de champs obligatoires pour un sinistre simple, alors ça bloque encore, ça devient pénible.;ras le bol trop de champs obligatoires pour un sinistre simple alors ça bloque encore ça devient pénible;Négatif;1.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8520;2024-11-26;Web;Web;neu;photo;collision;3-10 ans;tous_risques;3;moyenne;Hauts-de-France;App;Pas terrible mais bon, l'ajout des photos bloque même en 4G, mais j'ai dû m'y reprendre, le support via app a aidé.;pas terrible mais bon l'ajout des photos bloque même en g mais j'ai dû m'y reprendre le support via app a aidé;Négatif;1.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
8521;2024-05-14;iOS;App;neg;photo;collision;10+ ans;tiers;1;faible;Auvergne-Rhône-Alpes;Web;C'est inadmissible, les photos restent en attente à la fin du formulaire, alors rien n'avance, bonne journée.;c'est inadmissible les photos restent en attente à la fin du formulaire alors rien n'avance bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8522;2024-05-16;Android;Téléphone;neg;parcours;collision;10+ ans;jeune_conducteur;1;moyenne;PACA;Web;Ras-le-bol, les infos demandées se répètent sur la partie indemnisation malgré plusieurs essais, alors je perds un temps fou, je vais réessayer plus tard.;ras le bol les infos demandées se répètent sur la partie indemnisation malgré plusieurs essais alors je perds un temps fou je vais réessayer plus tard;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8523;2024-03-10;Android;Web;neg;parcours;collision;3-10 ans;tous_risques;1;faible;Nouvelle-Aquitaine;App;C'est inadmissible, les infos demandées se répètent sur la partie indemnisation malgré plusieurs essais, honnêtement rien n'avance, ça devient pénible.;c'est inadmissible les infos demandées se répètent sur la partie indemnisation malgré plusieurs essais honnêtement rien n'avance ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8524;2024-04-02;iOS;Web;neu;complexité;collision;0-1 an;tous_risques;3;moyenne;Grand Est;Téléphone;Globalement ça va, la procédure est trop longue pour un sinistre simple, du coup ça passe mais c'est limite, ça manque de simplicité.;globalement ça va la procédure est trop longue pour un sinistre simple du coup ça passe mais c'est limite ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8525;2024-06-23;Android;App;pos;photo;collision;10+ ans;tous_risques;5;faible;PACA;Téléphone;Merci le scan des documents tourne en rond à la fin du formulaire au début puis tout s'est débloqué rapidement et le suivi était clair.;merci le scan des documents tourne en rond à la fin du formulaire au début puis tout s'est débloqué rapidement et le suivi était clair;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8526;2024-06-03;Android;App;neu;complexité;collision;10+ ans;tous_risques;3;faible;Auvergne-Rhône-Alpes;Email;Ça pourrait être mieux, c'est trop technique alors que j'ai déjà envoyé, alors j'ai réussi au final, ça manque de simplicité.;ça pourrait être mieux c'est trop technique alors que j'ai déjà envoyé alors j'ai réussi au final ça manque de simplicité;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8527;2024-02-03;Web;App;neg;photo;collision;0-1 an;tiers;1;faible;Hauts-de-France;Web;Ras-le-bol, je ne peux pas joindre les images sur l'étape des justificatifs malgré plusieurs essais, du coup rien n'avance, bonne journée.;ras le bol je ne peux pas joindre les images sur l'étape des justificatifs malgré plusieurs essais du coup rien n'avance bonne journée;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8528;2024-04-03;Web;App;neg;photo;bris_de_glace;3-10 ans;tiers;2;faible;Pays de la Loire;App;Je suis déçu la caméra ne s'ouvre pas à la fin du formulaire et je perds tout mais je perds un temps fou je vais.;je suis déçu la caméra ne s'ouvre pas à la fin du formulaire et je perds tout mais je perds un temps fou je vais;Négatif;1.0;True;Déclaration / Dossier;;1.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
8529;2024-01-21;iOS;Email;neg;lenteur;vol;0-1 an;tiers;1;forte;Nouvelle-Aquitaine;App;Ras-le-bol, les pages se figent à chaque clic depuis ce matin, bref je perds un temps fou, merci de corriger vite.;ras le bol les pages se figent à chaque clic depuis ce matin bref je perds un temps fou merci de corriger vite;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8530;2024-12-14;Android;App;neg;complexité;collision;0-1 an;jeune_conducteur;1;forte;Île-de-France;Email;Franchement, les justificatifs demandés sont trop nombreux avant de valider et je perds tout, alors je perds un temps fou, j'ai fini par appeler.;franchement les justificatifs demandés sont trop nombreux avant de valider et je perds tout alors je perds un temps fou j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8531;2024-06-02;Web;App;neg;parcours;collision;10+ ans;tous_risques;2;moyenne;Île-de-France;Web;Je suis déçu, on tourne en rond dans les écrans entre devis et sinistre et je perds tout, franchement rien n'avance, merci de corriger vite.;je suis déçu on tourne en rond dans les écrans entre devis et sinistre et je perds tout franchement rien n'avance merci de corriger vite;Négatif;1.0;True;Contrat / Attestation / Documents;;1.0;keywords;False;Contrat / Attestation / Documents;;ASSURANCE_FINAL_v1
8532;2024-01-31;Web;Web;neu;parcours;collision;3-10 ans;pro;3;faible;Auvergne-Rhône-Alpes;App;Globalement ça va, les infos demandées se répètent sur le récapitulatif, du coup j'ai réussi au final, j'attends une amélioration.;globalement ça va les infos demandées se répètent sur le récapitulatif du coup j'ai réussi au final j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8533;2024-06-11;iOS;Web;neg;parcours;catastrophe_naturelle;1-3 ans;tiers;1;forte;PACA;Email;Ras-le-bol, le parcours est confus entre devis et sinistre, donc je perds un temps fou, j'espère que ça ira mieux.;ras le bol le parcours est confus entre devis et sinistre donc je perds un temps fou j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8534;2024-05-06;iOS;App;pos;photo;incendie;3-10 ans;tous_risques;5;faible;Occitanie;App;Très satisfait, la caméra ne s'ouvre pas au moment de valider au début, puis tout s'est débloqué rapidement.;très satisfait la caméra ne s'ouvre pas au moment de valider au début puis tout s'est débloqué rapidement;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8535;2024-04-03;Android;Web;pos;lenteur;catastrophe_naturelle;3-10 ans;tiers;4;faible;Occitanie;App;Bonne expérience les pages se figent à chaque clic quand je joins une pièce et j'ai pu finaliser sans stress mais j'ai eu une réponse.;bonne expérience les pages se figent à chaque clic quand je joins une pièce et j'ai pu finaliser sans stress mais j'ai eu une réponse;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8536;2024-04-05;Android;Web;neu;photo;catastrophe_naturelle;3-10 ans;jeune_conducteur;3;moyenne;Bretagne;App;Ça pourrait être mieux, je ne peux pas joindre les images sur l'étape des justificatifs, bref ça passe mais c'est limite, j'attends une amélioration.;ça pourrait être mieux je ne peux pas joindre les images sur l'étape des justificatifs bref ça passe mais c'est limite j'attends une amélioration;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8537;2024-04-25;iOS;Web;neg;lenteur;collision;1-3 ans;tous_risques;2;faible;Nouvelle-Aquitaine;App;Très mécontent, le dossier met trop longtemps à s'afficher depuis ce matin, donc rien n'avance, je vais réessayer plus tard.;très mécontent le dossier met trop longtemps à s'afficher depuis ce matin donc rien n'avance je vais réessayer plus tard;Négatif;1.0;True;Déclaration / Dossier;;1.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
8538;2024-06-04;Android;App;pos;complexité;incendie;1-3 ans;tous_risques;5;moyenne;Bourgogne-Franche-Comté;Web;Très satisfait je dois refaire plusieurs fois pour un petit impact au début puis tout s'est débloqué rapidement honnêtement le suivi était clair continuez comme.;très satisfait je dois refaire plusieurs fois pour un petit impact au début puis tout s'est débloqué rapidement honnêtement le suivi était clair continuez comme;Positif;1.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8539;2024-01-17;Android;App;neg;lenteur;collision;0-1 an;tous_risques;1;moyenne;Nouvelle-Aquitaine;App;Franchement, les pages se figent à chaque clic depuis ce matin et je perds tout, franchement rien n'avance, j'ai fini par appeler.;franchement les pages se figent à chaque clic depuis ce matin et je perds tout franchement rien n'avance j'ai fini par appeler;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8540;2024-01-04;Web;Téléphone;neg;photo;bris_de_glace;10+ ans;tiers;2;faible;Auvergne-Rhône-Alpes;Web;Je suis déçu, l'ajout des photos bloque même en 4G et je perds tout, bref ça bloque encore, j'ai fini par appeler.;je suis déçu l'ajout des photos bloque même en g et je perds tout bref ça bloque encore j'ai fini par appeler;Négatif;2.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
8541;2024-06-27;iOS;App;neg;bug;collision;3-10 ans;jeune_conducteur;1;moyenne;Auvergne-Rhône-Alpes;Téléphone;Je suis déçu, ça me déconnecte tout seul quand j'ouvre le dossier, alors je perds un temps fou, j'espère que ça ira mieux.;je suis déçu ça me déconnecte tout seul quand j'ouvre le dossier alors je perds un temps fou j'espère que ça ira mieux;Négatif;1.0;True;Déclaration / Dossier;;1.0;keywords;False;Déclaration / Dossier;;ASSURANCE_FINAL_v1
8542;2024-06-29;Android;App;neg;lenteur;collision;1-3 ans;pro;1;moyenne;Bretagne;Téléphone;Franchement, le chargement est interminable à chaque étape, donc rien n'avance, je vais réessayer plus tard.;franchement le chargement est interminable à chaque étape donc rien n'avance je vais réessayer plus tard;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8543;2024-10-13;Web;Web;neg;authentification;collision;0-1 an;tiers;1;moyenne;Normandie;App;Ras-le-bol, ça bloque sur l'authentification quand je valide le code malgré plusieurs essais, donc je perds un temps fou, ça devient pénible.;ras le bol ça bloque sur l'authentification quand je valide le code malgré plusieurs essais donc je perds un temps fou ça devient pénible;Négatif;1.0;True;Compte / Connexion / Authentification;;3.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8544;2024-04-12;Android;App;neg;bug;collision;3-10 ans;jeune_conducteur;2;moyenne;Auvergne-Rhône-Alpes;App;Ras-le-bol, l'application plante dès que je passe à l'étape suivante et je perds tout, franchement ça bloque encore, bonne journée.;ras le bol l'application plante dès que je passe à l'étape suivante et je perds tout franchement ça bloque encore bonne journée;Négatif;2.0;True;Technique / Bug / Fonctionnalité;;3.0;keywords;False;Technique / Bug / Fonctionnalité;;ASSURANCE_FINAL_v1
8545;2024-12-30;Android;App;neg;photo;catastrophe_naturelle;1-3 ans;tiers;2;moyenne;Occitanie;Email;C'est inadmissible, la caméra ne s'ouvre pas même en 4G et je perds tout, honnêtement je perds un temps fou, j'espère que ça ira mieux.;c'est inadmissible la caméra ne s'ouvre pas même en g et je perds tout honnêtement je perds un temps fou j'espère que ça ira mieux;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8546;2024-07-03;iOS;App;neg;photo;bris_de_glace;3-10 ans;tiers;1;faible;Normandie;Email;Je suis déçu, je ne peux pas joindre les images après trois essais malgré plusieurs essais, donc rien n'avance, bonne journée.;je suis déçu je ne peux pas joindre les images après trois essais malgré plusieurs essais donc rien n'avance bonne journée;Négatif;1.0;True;Inconnu;;0.0;no_signal;False;Inconnu;;ASSURANCE_FINAL_v1
8547;2024-05-21;Android;Email;neg;photo;collision;1-3 ans;tous_risques;2;moyenne;Bourgogne-Franche-Comté;Email;Très mécontent, la caméra ne s'ouvre pas au moment de valider et je perds tout, alors ça bloque encore, j'ai fini par appeler.;très mécontent la caméra ne s'ouvre pas au moment de valider et je perds tout alors ça bloque encore j'ai fini par appeler;Négatif;2.0;True;Support / Service client;;1.0;keywords;False;Support / Service client;;ASSURANCE_FINAL_v1
8548;2024-12-26;Android;Web;neg;photo;collision;0-1 an;tous_risques;1;moyenne;Pays de la Loire;Web;Franchement, l'envoi des clichés échoue après trois essais, alors rien n'avance, ça devient pénible.;franchement l'envoi des clichés échoue après trois essais alors rien n'avance ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8549;2024-02-18;Android;App;neg;lenteur;collision;10+ ans;jeune_conducteur;2;faible;Hauts-de-France;Téléphone;Ras-le-bol, le site rame énormément quand je joins une pièce malgré plusieurs essais, franchement rien n'avance, je vais réessayer plus tard.;ras le bol le site rame énormément quand je joins une pièce malgré plusieurs essais franchement rien n'avance je vais réessayer plus tard;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
8550;2024-06-11;iOS;App;neg;lenteur;catastrophe_naturelle;3-10 ans;tous_risques;2;faible;Centre-Val de Loire;App;Très mécontent, le site rame énormément quand je joins une pièce, honnêtement ça bloque encore, merci quand même.;très mécontent le site rame énormément quand je joins une pièce honnêtement ça bloque encore merci quand même;Négatif;2.0;True;Compte / Connexion / Authentification;;1.0;keywords;False;Compte / Connexion / Authentification;;ASSURANCE_FINAL_v1
8551;2024-07-01;iOS;Email;neg;parcours;collision;10+ ans;tiers;2;faible;Auvergne-Rhône-Alpes;App;C'est inadmissible, je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif, honnêtement rien n'avance, ça devient pénible.;c'est inadmissible je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif honnêtement rien n'avance ça devient pénible;Neutre;0.0;False;Autre;;0.0;non_incident;False;Autre;;ASSURANCE_FINAL_v1
